date,track,artist,feats,current_pos,peak_pos,prev_pos,streak,streams,country,country_short,track_uri,artist_uri
2023-12-28,Do They Know It's Christmas? - 1984 Version,Band Aid,[],30,12,56,4,22852535,Global,global,4Yg2w0P29BBBMixyeNjDtj,35S20clEkkSNUo23ViaslZ
2023-12-28,Seven (feat. Latto) (Explicit Ver.),Jung Kook,['Latto'],31,1,20,24,22577604,Global,global,2HRgqmZQC0MC7GeNuDIXHN,6HaGTQPmzraVmaVxvz6EUc
2023-12-28,White Christmas - 1947 Version,Bing Crosby,"['Ken Darby Singers', 'John Scott Trotter & His Orchestra']",32,26,58,5,22166039,Global,global,4so0Wek9Ig1p6CRCHuINwW,6ZjFtWeHP9XN7FeKSUe80S
2023-12-28,Christmas (Baby Please Come Home),Darlene Love,[],33,33,63,4,21404761,Global,global,47ohYW8e7dxCYn9qbUMBCI,391oLRVmoTkumiN79HkTWu
2023-12-28,Blue Christmas,Elvis Presley,[],34,34,75,4,21301350,Global,global,3QiAAp20rPC3dcAtKtMaqQ,43ZHCT0cAZBISjO8DG9PnE
2023-12-28,BELLAKEO,Peso Pluma,['Anitta'],35,35,43,3,20680515,Global,global,05WVKTdZhlIMX4qqMLuo0f,12GqGscKJx3aE4t07u7eVZ
2023-12-28,QLONA,KAROL G,['Peso Pluma'],36,5,22,20,20291585,Global,global,5RqSsdzTNPX1uzkmlHCFvK,790FomKkXshlbRYZFtlgla
2023-12-28,Paint The Town Red,Doja Cat,[],37,1,21,21,20183353,Global,global,56y1jOTK0XSvJzVv9vHQBK,5cj0lLjcoR7YOSnhnX0Po5
2023-12-28,Jingle Bells - Remastered 1999,Frank Sinatra,[],38,38,72,5,19774217,Global,global,4HEOgBHRCExyYVeTyrXsnL,1Mxqyy3pSjf8kZZL4QVxS0
2023-12-28,PERRO NEGRO,Bad Bunny,['Feid'],39,4,24,11,19629715,Global,global,7iQXYTyuG13aoeHxGG28Nh,4q3ewBCX7sLwd24euuV69X
2023-12-28,La Víctima,Xavi,[],40,39,39,5,19510804,Global,global,5XVdHRf4CAJ2Jm0uMIy5qY,3Me35AWHCGqW4sZ7bWWJt1
2023-12-28,I Wanna Be Yours,Arctic Monkeys,[],41,15,26,77,18953003,Global,global,5XeFesFbtLpXzIVDNQP22n,7Ln80lUS6He07XvHI8qqHH
2023-12-28,LUNA,Feid,['ATL Jacob'],42,32,32,3,18938017,Global,global,7bywjHOc0wSjGGbj04XbVi,2LRoIwlKmHjgvigdNGBHNo
2023-12-28,Que Onda,Calle 24,"['Chino Pacas', 'Fuerza Regida']",43,16,30,17,18920105,Global,global,6uIIdjYTxxpWOyWuVXrKQO,6dLuQ5qXxIuWc5urxfIiZR
2023-12-28,Si No Estás,iñigo quintero,[],44,1,25,14,18757299,Global,global,2HafqoJbgXdtjwCOvNEF14,0jbo7KFNMiIkfBR6ih0yhm
2023-12-28,Strangers,Kenya Grace,[],45,4,27,17,18635426,Global,global,5mjYQaktjmjcMKcUIcqz4s,7uMDnSZyUYNBPLhPMNuaM2
2023-12-28,HARLEY QUINN,Fuerza Regida,['Marshmello'],46,11,29,9,18442297,Global,global,6CvTEtGagmzQvkUzzyKR9k,0ys2OFYzWYB5hRDLCsBqxt
2023-12-28,Stick Season,Noah Kahan,[],47,31,35,12,18186910,Global,global,0mflMxspEfB0VbI1kyLiAv,2RQXRUsr4IW1f3mKyKsy4B
2023-12-28,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,['Henri René and His Orchestra'],48,48,78,3,18101393,Global,global,1foCxQtxBweJtZmdxhEHVO,1AwO9pWEBSBoWdEZu28XDC
2023-12-28,Standing Next to You,Jung Kook,[],49,1,31,8,18060273,Global,global,2KslE17cAJNHTsI2MI0jb2,6HaGTQPmzraVmaVxvz6EUc
2023-12-28,Little Saint Nick - 1991 Remix,The Beach Boys,[],50,50,88,3,17852287,Global,global,5xlS0QkVrSH7ssEbBgBzbM,3oDbviiivRWhXwIE8hxkVV
2023-12-28,Please Come Home for Christmas - 2013 Remaster,Eagles,[],51,51,113,2,17765691,Global,global,3QIoEi8Enr9uHffwInGIsC,0ECwFtbIWEVNwjlrfc6xoL
2023-12-28,Run Rudolph Run,Chuck Berry,[],52,52,87,4,17649258,Global,global,2pnPe4pJtq7689i5ydzvJJ,293zczrfYafIItmnmM3coR
2023-12-28,Water,Tyla,[],53,12,28,14,17625384,Global,global,5aIVCx5tnk0ntmdiinnYvw,3SozjO3Lat463tQICI9LcE
2023-12-28,"Santa, Can’t You Hear Me",Kelly Clarkson,['Ariana Grande'],54,54,85,4,17435507,Global,global,2O3MQ6H3gjrIWDcpeTrikT,3BmGtnKgCSGYIUhmivXKWX
2023-12-28,My Only Wish (This Year),Britney Spears,[],55,55,94,4,17131218,Global,global,0YWUHZPJVg4iujddsJDwhM,26dSoYclwsYLMAKD3tpOr4
2023-12-28,Agora Hills,Doja Cat,[],56,16,34,14,16526980,Global,global,5PyDJG7SQRgWXefgexqIge,5cj0lLjcoR7YOSnhnX0Po5
2023-12-28,Starboy,The Weeknd,['Daft Punk'],57,1,42,83,16365755,Global,global,7MXVkk9YMctZqd1Srtv4MB,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Deck The Hall,Nat King Cole,[],58,55,96,4,16233846,Global,global,0rHToGels2lt8Y0mCYoF90,7v4imS0moSyGdXyLgVTIV7
2023-12-28,Fairytale of New York (feat. Kirsty MacColl),The Pogues,['Kirsty MacColl'],59,47,110,4,16209789,Global,global,3VTNVsTTu05dmTsVFrmGpK,2wzMOQwNT6ZvVB4amvhFAH
2023-12-28,Step Into Christmas - Remastered 1995,Elton John,[],60,36,140,2,16164340,Global,global,11P4sSu6BH2lAbWk1sL6cK,3PhoLpVuITZKcymswpck5b
2023-12-28,Según Quién,Maluma,['Carin Leon'],61,17,40,15,16065857,Global,global,4bw8mcDUSRWfQo63ZTYRnU,1r4hJ1h58CWwUQe3MxPuau
2023-12-28,vampire,Olivia Rodrigo,[],62,1,36,26,15959440,Global,global,1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG
2023-12-28,Christmas (Baby Please Come Home),Mariah Carey,[],63,63,105,4,15621359,Global,global,3PIDciSFdrQxSQSihim3hN,4iHNK0tOyZPYnBU7nGAgpQ
2023-12-28,Santa Claus Is Coming To Town,The Jackson 5,[],64,59,123,2,15552881,Global,global,6a1hzBiTkgqTsDA0Xgfh9z,2iE18Oxc8YSumAU232n4rW
2023-12-28,Closer Than This,Jimin,[],65,65,NaN,1,15244839,Global,global,3k6q0O9JnO2GhvD6C8fs20,1oSPZhvZMIrWW5I41kPkkY
2023-12-28,Thank God It's Christmas - Non-Album Single,Queen,[],66,57,187,2,15222270,Global,global,2xGO2UjzxeVQSIkyg98vck,1dfeR4HaWDbWqFHLkxsg1d
2023-12-28,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,[],67,67,153,2,15193195,Global,global,6s2wpWPFPAgKg2LXxi1Oee,3eqjTLE0HfPfh78zjh6TqT
2023-12-28,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,"['Playboi Carti', 'Madonna']",68,16,57,30,14993968,Global,global,6WzRpISELf3YglGAh7TXcG,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Daylight,David Kushner,[],69,5,48,37,14872379,Global,global,1odExI7RdWc4BT515LTAwj,33NVpKoXjItPwUJTMZIOiY
2023-12-28,Hallelujah,Pentatonix,[],70,70,129,3,14860361,Global,global,550rQQCGkrTzvp4SfpOPzx,26AHtbjWKiwYzsoGoUZq53
2023-12-28,Santa's Coming for Us,Sia,[],71,71,128,2,14846874,Global,global,1N1ZpYUJc9fwrqk53FGgWv,5WUlDfRSoLAfcVSX1WnrxN
2023-12-28,Christmas Lights,Coldplay,[],72,61,NaN,1,14671973,Global,global,4fzyvSu73BhGvi96p2zwjL,4gzpq5DPGxSnKTe4SA8HAU
2023-12-28,Kill Bill,SZA,[],73,1,46,55,14671308,Global,global,1Qrg8KqiBpW07V7PNxwwwL,7tYKF4w9nC0nq9CsPZTHyP
2023-12-28,MONACO,Bad Bunny,[],74,1,49,11,14594258,Global,global,4MjDJD8cW7iVeWInc2Bdyj,4q3ewBCX7sLwd24euuV69X
2023-12-28,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,[],75,44,193,2,14408955,Global,global,6pVW5LRWgeLaHudxauOTJU,77tT1kLj6mCWtFNqiOmP9H
2023-12-28,Surround Sound (feat. 21 Savage & Baby Tate),JID,"['21 Savage', 'Baby Tate']",76,41,47,6,14337821,Global,global,1udwFobQ1JoOdWPQrp2b6u,6U3ybJ9UHNKEdsH7ktGBZ7
2023-12-28,As It Was,Harry Styles,[],77,1,55,91,14207482,Global,global,4Dvkj6JhhA12EX05fT7y2e,6KImCVD70vtIoJWnq6nGn3
2023-12-28,LALA,Myke Towers,[],78,1,52,26,14111593,Global,global,7ABLbnD53cQK00mhcaOUVG,7iK8PXO48WeuP03g8YR51W
2023-12-28,LADY GAGA,Peso Pluma,"['Gabito Ballesteros', 'Junior H']",79,9,54,27,14083638,Global,global,7mXuWTczZNxG5EDcjFEuJR,12GqGscKJx3aE4t07u7eVZ
2023-12-28,Mele Kalikimaka - New mono-to-stereo mix,Bing Crosby,['The Andrews Sisters'],80,80,178,2,13943037,Global,global,6yzNzQxqsIY3zRsTwzLI3v,6ZjFtWeHP9XN7FeKSUe80S
2023-12-28,DJ Play A Christmas Song,Cher,[],81,81,NaN,1,13939651,Global,global,18uSfZqFBxQFi8CsXOIbhy,72OaDtakiy6yFqkt4TsiFt
2023-12-28,3D (feat. Jack Harlow),Jung Kook,['Jack Harlow'],82,3,62,13,13677334,Global,global,01qFKNWq73UfEslI0GvumE,6HaGTQPmzraVmaVxvz6EUc
2023-12-28,Pehle Bhi Main,Vishal Mishra,['Raj Shekhar'],83,49,53,3,13643655,Global,global,7yDHHVKLbvDmVw1XXhDDIO,5wJ1H6ud777odtZl5gG507
2023-12-28,Christmas Tree Farm,Taylor Swift,[],84,84,150,2,13638724,Global,global,2mvabkN1i2gLnGAPUVdwek,06HL4z0CvFAxyc27GXpf02
2023-12-28,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,[],85,3,60,24,13610185,Global,global,6wf7Yu7cxBSPrRlWeSeK0Q,6qqNVTkY8uBg9cP3Jd7DAH
2023-12-28,Like It's Christmas,Jonas Brothers,[],86,76,146,2,13568052,Global,global,1OjmlSFuzYflWjSMTCyTJv,7gOdHgIoIKoe4i9Tta6qdD
2023-12-28,Winter Wonderland - Spotify Singles Holiday,Laufey,[],87,87,157,2,13566883,Global,global,1LmkdWSxjCV7wKTPsCvYWN,7gW0r5CkdEUMm42w9XpyZO
2023-12-28,EL AMOR DE SU VIDA,Grupo Frontera,['Grupo Firme'],88,49,79,21,13553907,Global,global,0O3U5iwTbiXCREMkvotJuN,6XkjpgcEsYab502Vr1bBeW
2023-12-28,The Night We Met,Lord Huron,[],89,36,61,24,13412119,Global,global,3hRV0jL3vUpRrcy398teAU,6ltzsmQQbmdoHHbLZ4ZN25
2023-12-28,This Christmas,Donny Hathaway,[],90,90,NaN,1,13293503,Global,global,7MSYSOobsombc1mbDWFxtD,0HU0U9kdXEHZVxUNbuQe8S
2023-12-28,Die For You,The Weeknd,[],91,12,67,89,13193401,Global,global,2LBqCSwhJGcFQeTHMVGwy3,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Like Crazy,Jimin,[],92,15,115,40,13013473,Global,global,3Ua0m0YmEjrMi9XErKcNiR,1oSPZhvZMIrWW5I41kPkkY
2023-12-28,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,['Blake Shelton'],93,88,184,2,13000855,Global,global,2OQ6a4CfUeYskpTTgyawyJ,4yiQZ8tQPux8cPriYMWUFP
2023-12-28,Flowers,Miley Cyrus,[],94,1,64,50,12961259,Global,global,7DSAEUvxU8FajXtRloy8M0,5YGY8feqx7naU7z4HrwZM6
2023-12-28,Love Me Again,V,[],95,11,73,20,12917807,Global,global,2N0SPREDYqILVEFSsWF5N5,3JsHnjpbhX4SnySpvpa9DK
2023-12-28,Columbia,Quevedo,[],96,7,69,25,12757303,Global,global,6XbtvPmIpyCbjuT0e8cQtp,52iwsT98xCoGgiGntTiR7K
2023-12-28,Joy To The World,Nat King Cole,[],97,97,NaN,1,12648854,Global,global,1VuAamHM7P3VQQEXYGG3Uu,7v4imS0moSyGdXyLgVTIV7
2023-12-28,Snooze,SZA,[],98,32,65,51,12645132,Global,global,4iZ4pt7kvcaH6Yo8UoZ4s2,7tYKF4w9nC0nq9CsPZTHyP
2023-12-28,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,[],99,99,NaN,1,12644239,Global,global,25leEEaz1gIpp7o21Fqyjo,5ixB75BQR3ADoWQkcHQJTs
2023-12-28,fukumean,Gunna,[],100,9,70,28,12615840,Global,global,4rXLjWdF2ZZpXCVTfWcshS,2hlmm7s2ICUX0LVIhVFlZQ
2023-12-28,Sweater Weather,The Neighbourhood,[],101,19,71,174,12576587,Global,global,2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh
2023-12-28,Houdini,Dua Lipa,[],102,6,66,7,12414409,Global,global,4OMJGnvZfDvsePyCwRGO7X,6M2wZ9GZgrQXHCFfjv46we
2023-12-28,Blinding Lights,The Weeknd,[],103,1,80,213,12370760,Global,global,0VjIjW4GlUZAMYd2vXMi3b,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Another Love,Tom Odell,[],104,15,77,142,12306770,Global,global,7jtQIBanIiJOMS6RyCx6jZ,2txHhyCwHjUEpJjWrEyqyX
2023-12-28,Primera Cita,Carin Leon,[],105,21,86,26,12165825,Global,global,25OeKzcqakFPaJlXHPE5lm,66ihevNkSYNzRAl44dx6jJ
2023-12-28,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,['Kacey Musgraves'],106,20,81,18,12126710,Global,global,4KULAymBBJcPRpk1yO4dOG,40ZNYROS4zLfyyBSs2PGe2
2023-12-28,Prada,cassö,"['RAYE', 'D-Block Europe']",107,17,74,19,11912730,Global,global,59NraMJsLaMCVtwXTSia8i,5wCmhq5J2hPwL2r0eKurxn
2023-12-28,Carol of the Bells,Mykola Dmytrovych Leontovych,['John Williams'],108,104,NaN,1,11816835,Global,global,4tHqQMWSqmL6YjXwsqthDI,6lBN3Tzt61u8i9AJoAhKzF
2023-12-28,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,[],109,1,68,9,11816765,Global,global,1Iq8oo9XkmmvCQiGOfORiz,06HL4z0CvFAxyc27GXpf02
2023-12-28,IDGAF (feat. Yeat),Drake,['Yeat'],110,5,82,12,11786529,Global,global,2YSzYUF3jWqb9YP9VXmpjE,3TVXtAsR1Inumwj472S9r4
2023-12-28,Dance The Night - From Barbie The Album,Dua Lipa,[],111,5,83,31,11671386,Global,global,1vYXt7VSjH9JIM5oRRo7vA,6M2wZ9GZgrQXHCFfjv46we
2023-12-28,FTCU,Nicki Minaj,[],112,99,99,2,11639872,Global,global,1a73gcEg6h6Re6hHXoVltJ,0hCNtLu0JehylgoiP8L4Gh
2023-12-28,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,[],113,113,NaN,1,11620087,Global,global,7n7VsX3sv66znBwA8b5uhp,43ZHCT0cAZBISjO8DG9PnE
2023-12-28,Santa Claus Is Coming to Town,Michael Bublé,[],114,46,NaN,1,11552586,Global,global,7Ivelh8N9J25Yj9KKxYj6w,1GxkXlMwML1oSg5eLPiAz3
2023-12-28,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Lauana Prado,[],115,115,NaN,1,11491254,Global,global,2sYFUcurlISdHlAsnYCEgD,6TYimByryGphZCtwYopH0y
2023-12-28,Rudolph The Red-Nosed Reindeer,Dean Martin,[],116,116,NaN,1,11354021,Global,global,2L9QLAhrvtP4EYg1lY0Tnw,49e4v89VmlDcFCMyDv9wQ9
2023-12-28,See You Again (feat. Kali Uchis),"Tyler, The Creator",['Kali Uchis'],117,16,93,38,11142682,Global,global,7KA4W4McWYRpgf0fWsJZWB,4V8LLVI7PbaPR0K2TGSxFF
2023-12-28,Ella Baila Sola,Eslabon Armado,['Peso Pluma'],118,1,98,41,11092323,Global,global,3qQbCzHBycnDpGskqOWY0E,0XeEobZplHxzM9QzFQWLiR
2023-12-28,Christmas Without You,Ava Max,[],119,102,NaN,1,11053848,Global,global,1QLZKzC2pjP4ySf4ALrNhm,4npEfmQ6YuiwW1GpUmaq3F
2023-12-28,Have Yourself A Merry Little Christmas,Sam Smith,[],120,29,NaN,1,10953133,Global,global,1Qi2wh8fFgDV7tl4Sj3f2K,2wY79sveU1sp5g7SokKOiI
2023-12-28,What Christmas Means To Me,Stevie Wonder,[],121,113,NaN,1,10935284,Global,global,5eK52eAjFLLBNhOUIuBnBe,7guDJrEfX3qb6FEbdPA5qi
2023-12-28,Rudolph The Red-Nosed Reindeer,Burl Ives,[],122,122,NaN,1,10881759,Global,global,47otoIkhx3fkdivEXL5OB6,0MHgLfmQdutffmvWe5XBTN
2023-12-28,Lover,Taylor Swift,[],123,2,97,31,10844959,Global,global,1dGr1c8CrMLDpV6mPbImSI,06HL4z0CvFAxyc27GXpf02
2023-12-28,"Baby, It's Cold Outside",Dean Martin,[],124,98,NaN,1,10828748,Global,global,4MrfQL4TYQXJBlZYpAHTuE,49e4v89VmlDcFCMyDv9wQ9
2023-12-28,Anti-Hero,Taylor Swift,[],125,1,92,62,10813901,Global,global,0V3wPSX9ygBnCm8psDIegu,06HL4z0CvFAxyc27GXpf02
2023-12-28,un x100to,Grupo Frontera,['Bad Bunny'],126,1,102,37,10726147,Global,global,2yzshFeBIwH8tWIqHEFLeD,6XkjpgcEsYab502Vr1bBeW
2023-12-28,I'm Good (Blue),David Guetta,['Bebe Rexha'],127,2,104,70,10725064,Global,global,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai
2023-12-28,Christmas Time Is Here,Vince Guaraldi Trio,[],128,127,NaN,1,10697842,Global,global,3bMfUUpzUzqWp9II00yRhE,4ytkhMSAnrDP8XzRNlw9FS
2023-12-28,Lose Control,Teddy Swims,[],129,106,106,7,10630781,Global,global,17phhZDn6oGtzMe56NuWvj,33qOK5uJ8AR2xuQQAhHump
2023-12-28,exes,Tate McRae,[],130,26,76,6,10588481,Global,global,4E63weMCaNZuGPEFMnuEi8,45dkTj5sMRSjrmBSBeiHym
2023-12-28,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,"['The Weeknd', '21 Savage']",131,2,90,56,10577599,Global,global,2dHHgzDwk4BJdRwy9uXhTO,0iEtIxbK0KxaSlF7G42ZOp
2023-12-28,"Satranga (From ""ANIMAL"")",Arijit Singh,"['Shreyas Puranik', 'Siddharth - Garima']",132,74,89,4,10537932,Global,global,3yHyiUDJdz02FZ6jfUbsmY,4YRxDV8wJFPHPTeXepOstw
2023-12-28,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,['Swae Lee'],133,1,109,38,10537406,Global,global,0RiRZpuVRbi7oqRdSMwhQY,246dkjvS1zLTtiykXe5h60
2023-12-28,Yellow,Coldplay,[],134,50,100,156,10520977,Global,global,3AJwUDP919kvQ9QcozQPxg,4gzpq5DPGxSnKTe4SA8HAU
2023-12-28,Without Me,Eminem,[],135,31,95,118,10439044,Global,global,7lQ8MOhq6IN2w8EYcFNSUk,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,Calm Down (with Selena Gomez),Rema,['Selena Gomez'],136,9,117,70,10307217,Global,global,1s7oOCT8vauUh01PbJD6ps,46pWGuE3dSwY3bMMXGBvVS
2023-12-28,Mockingbird,Eminem,[],137,24,108,63,10240119,Global,global,561jH07mF1jHuk7KlaeF0s,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,Someone You Loved,Lewis Capaldi,[],138,4,101,52,10239236,Global,global,7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB
2023-12-28,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,['The Puppini Sisters'],139,136,NaN,1,10204012,Global,global,4qBejt9FeqLI9blHI1Nq1x,1GxkXlMwML1oSg5eLPiAz3
2023-12-28,DEJA VU,Luan Santana,['Ana Castela'],140,140,NaN,1,10159171,Global,global,2IDf0IZ9dfw0uDYV2n1bJc,3qvcCP2J0fWi0m0uQDUf6r
2023-12-28,DILUVIO,Rauw Alejandro,[],141,59,103,7,10117652,Global,global,2kz1YOhJiNubjigR1gB1VX,1mcTU81TzQhprhouKaTkpq
2023-12-28,CLASSY 101,Feid,['Young Miko'],142,8,118,39,10110316,Global,global,1hZsWUnLbqRw09jLAMQSsb,2LRoIwlKmHjgvigdNGBHNo
2023-12-28,Reggaeton Champagne,Bellakath,['Dani Flow'],143,78,111,12,10082535,Global,global,7yIIeKUxTpn36X6CFJhgEi,4yjm4SvYqC5FFuLbB6TyHr
2023-12-28,"Merry Christmas, Happy Holidays",*NSYNC,[],144,109,NaN,1,9940718,Global,global,15coTBAzEN1bOeipoNDZAR,6Ff53KvcvAj5U7Z1vojB5o
2023-12-28,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,[],145,35,91,8,9923283,Global,global,17cia5k4BpGVlyEfqrFH50,1McMsnEElThX1knmY4oliG
2023-12-28,Let's Go 4,Dj GBR,"['Mc IG', 'MC Ryan SP', 'MC PH', 'Mc Davi', 'Mc Luki', 'Mc Don Juan', 'Mc Kadu', 'TrapLaudo', 'MC GP', 'MC GH do 7']",146,85,175,15,9903104,Global,global,2InS5VWKJQbsFBKOsf1cJB,0IhzJFf4QBEz0ifqLwScKV
2023-12-28,I KNOW ?,Travis Scott,[],147,14,107,22,9866096,Global,global,6wsqVwoiVH2kde4k4KKAFU,0Y5tJX1MQlPlqiwlOH1tJY
2023-12-28,One More Sleep,Leona Lewis,[],148,93,NaN,1,9864017,Global,global,78pn8k7RogKo2oxl0DyX6d,5lKZWd6HiSCLfnDGrq9RAm
